,City,Elevation,Condo value,Females,Land area,Males,Cost of living,Median Income,Population,Population density
230,Tinton Falls, 42 feet," $318,744 ",39.5 years,15.6,46.3 years,123.2," $78,120 "," 17,898 (99% urban, 1% rural). "," 1,148 "
231,Toms River, 40 feet," $286,600 ",39.5 years,39.4,43.9 years,119.8," $71,183 "," 88,283"," 2,242 "
232,Totowa, 200 feet," $376,806 ",39.5 years,4.0,42.9 years,121.2," $97,124 "," 10,937 (100% urban, 0% rural). "," 2,736 "
233,"Trenton, NJ", 54 feet," $86,500 ",39.5 years,7.66,35.3 years,111.6," $31,592 "," 84,065"," 10,979 "
234,Twin Rivers, 120 feet," $213,809 ",39.5 years,1.26,37.3 years,113.8," $95,467 "," 7,443. "," 5,924 "
235,"Union City, NJ", 175 feet," $297,000 ",39.5 years,1.27,36.7 years,125.5," $46,286 "," 69,298"," 54,723 "
236,"Union, NJ",," $335,003 ",36.7 years,9.12,38.7 years,127.6," $77,018 "," 54,050."," 5,929 "
237,Upper Montclair, 347 feet," $373,000
",39.5 years,,42.8 years,115.5," $54,277"," 11,565.",
238,Upper Saddle River, 220 feet," $944,701 ",39.5 years,5.29,40.1 years,126.0," $181,832 "," 8,356 (100% urban, 0% rural). "," 1,579 "
239,Ventnor City, 12 feet," $282,960 ",39.5 years,2.14,45.9 years,105.4," $50,729 "," 10,597 (100% urban, 0% rural). "," 4,944 "
240,"Verona, NJ", 348 feet," $462,092 ",36.7 years,2.75,41.4 years,132.5," $90,114 "," 13,137."," 4,774 "
241,"Villas, NJ", 10 feet," $180,474 ",39.5 years,3.97,44.4 years,102.3," $47,815 "," 9,483. "," 2,387 "
242,"Vineland, NJ", 106 feet," $168,769 ",39.5 years,68.7,38.4 years,101.1," $48,564 "," 61,171 (94% urban, 6% rural). ", 891 
243,"Waldwick, NJ", 228 feet," $447,352 ",39.5 years,2.08,41.7 years,123.4," $116,553 "," 9,947 (100% urban, 0% rural). "," 4,772 "
244,Wallington, 30 feet," $375,438 ",39.5 years,1.0,39.1 years,123.8," $61,208 "," 11,626 (100% urban, 0% rural). "," 11,676 "
245,Wanaque, 240 feet," $301,669 ",39.5 years,7.98,46.3 years,120.3," $81,731 "," 11,447 (98% urban, 2% rural). "," 1,435 "
246,Washington Township,," $553,899 ",36.7 years,2.91,41.8 years,141.7," $120,181 "," 8,941."," 3,072 "
247,"Washington, NJ", 463 feet," $211,356 ",39.5 years,1.96,40.0 years,110.8," $70,865 "," 6,466 (100% urban, 0% rural). "," 3,304 "
248,"Wayne, NJ", 180 feet," $510,309 ",36.7 years,23.8,40.0 years,135.4," $105,420 "," 53,657."," 2,252 "
249,West Caldwell, 240 feet," $518,320 ",36.7 years,5.05,41.0 years,134.8," $100,714 "," 10,904."," 2,159 "
250,West Freehold, 190 feet," $387,630 ",39.5 years,5.87,43.8 years,121.6," $104,289 "," 13,613. "," 2,320 "
251,West Long Branch, 20 feet," $418,093 ",39.5 years,2.89,33.9 years,122.3," $88,513 "," 8,352 (100% urban, 0% rural). "," 2,892 "
252,"West Milford, NJ", 710 feet," $314,219 ",36.7 years,75.4,37.0 years,127.4," $93,413 "," 26,208.", 347 
253,West New York, 185 feet," $351,435 ",39.5 years,1.02,35.2 years,126.9," $52,743 "," 52,597 (100% urban, 0% rural). "," 51,709 "
254,"West Orange, NJ", 500 feet," $402,104 ",36.7 years,12.1,39.4 years,130.1," $83,635 "," 43,629."," 3,600 "
255,West Paterson, 330 feet," $374,936 ",36.7 years,2.96,38.1 years,133.5," $75,958 "," 10,903."," 3,687 "
256,"Westfield, NJ", 126 feet," $709,834 ",39.5 years,6.73,41.7 years,118.9," $153,800 "," 30,890 (100% urban, 0% rural). "," 4,588 "
257,"Westwood, NJ", 75 feet," $456,955 ",39.5 years,2.32,42.6 years,123.6," $95,091 "," 11,149 (100% urban, 0% rural). "," 4,810 "
258,"Wharton, NJ", 660 feet," $289,167 ",39.5 years,2.19,37.1 years,116.8," $68,984 "," 6,612 (100% urban, 0% rural). "," 3,026 "
259,"White Horse, NJ", 70 feet," $241,202 ",39.5 years,3.19,46.4 years,114.0," $78,002 "," 9,494. "," 2,980 "
260,White Meadow Lake, 740 feet," $349,294 ",39.5 years,4.09,41.7 years,116.2," $123,829 "," 8,836. "," 2,158 "
261,"Williamstown, NJ", 154 feet," $199,324 ",39.5 years,6.16,40.9 years,100.9," $73,896 "," 15,567. "," 2,526 "
262,Wood-Ridge, 170 feet," $400,384 ",39.5 years,1.1,42.0 years,122.0," $106,051 "," 8,450 (100% urban, 0% rural). "," 7,692 "
263,"Woodbridge, NJ", 34 feet," $276,931 ",39.5 years,3.87,37.3 years,123.4," $82,039 "," 19,265. "," 4,974 "
264,"Woodbury, NJ", 57 feet," $165,693 ",39.5 years,2.08,37.0 years,101.6," $52,658 "," 10,016 (100% urban, 0% rural). "," 4,821 "
265,"Woodland Park, NJ", 460 feet," $357,800
",39.5 years,,40.5 years,114.8," $72,028"," 12,403 (100% urban, 0% rural).",
266,Wyckoff, 355 feet," $794,909 ",36.7 years,6.55,40.9 years,141.8," $148,785 "," 16,514."," 2,523 "
267,Yardville-Groveville,," $278,258 ",36.7 years,3.44,38.7 years,121.8," $83,520 "," 9,518."," 2,764 "
268,Yardville, 60 feet," $284,600
",39.5 years,,46.7 years,113.6," $77,650"," 7,186.",
269,Yorketown, 100 feet," $443,992 ",39.5 years,2.4,42.7 years,123.0," $110,830 "," 6,535. "," 2,718 "
0,Airmont, 586 feet," $472,021 ",38.4 years,4.58,39.5 years,141.1," $89,098 "," 8,878 (100% urban, 0% rural). "," 1,937 "
1,"Albany, NY", 127 feet," $183,200 ",38.4 years,21.4,30.3 years,108.8," $42,302 "," 98,106"," 4,589 "
2,"Albion, NY", 540 feet," $76,577 ",38.4 years,2.97,41.7 years,102.4," $30,441 "," 6,007 (99% urban, 1% rural). "," 2,020 "
3,"Amherst, NY", 600 feet," $193,208 ",40.7 years,53.2,40.2 years,107.5," $77,960 "," 122,366. "," 2,298 "
4,Amityville, 25 feet," $388,969 ",38.4 years,2.09,45.5 years,154.1," $90,844 "," 9,522 (100% urban, 0% rural). "," 4,547 "
5,"Amsterdam, NY",," $91,364 ",38.4 years,5.95,36.7 years,86.1," $36,564 "," 18,135 (100% urban, 0% rural). "," 3,050 "
6,"Arcadia, NY",," $102,647 ",40.7 years,52.0,42.4 years,106.1," $50,906 "," 14,244. ", 274 
7,"Auburn, NY",," $104,791 ",38.4 years,8.39,37.9 years,86.4," $41,422 "," 27,019 (100% urban, 0% rural). "," 3,220 "
8,Babylon, 5 feet," $452,581 ",38.4 years,2.41,43.3 years,154.9," $113,620 "," 12,172 (100% urban, 0% rural). "," 5,043 "
9,Baldwin Harbor,," $415,694 ",38.4 years,1.23,45.0 years,156.0," $116,718 "," 8,102. "," 6,605 "
10,Baldwinsville, 360 feet," $121,636 ",38.4 years,3.08,46.4 years,102.7," $53,230 "," 7,681 (100% urban, 0% rural). "," 2,496 "
11,"Baldwin, NY",," $372,234 ",38.4 years,2.95,39.3 years,153.5," $97,150 "," 24,033. "," 8,150 "
12,Ballston,," $277,753 ",40.7 years,29.6,42.7 years,114.5," $84,382 "," 9,776. ", 330 
13,"Barton, NY", 800 feet," $105,273 ",40.7 years,59.4,40.9 years,104.5," $50,120 "," 8,858. ", 149 
14,"Batavia, NY", 895 feet," $99,180 ",38.4 years,5.19,39.9 years,85.4," $44,332 "," 15,077 (100% urban, 0% rural). "," 2,907 "
15,"Bay Shore, NY", 15 feet," $317,650 ",38.4 years,5.27,34.1 years,153.1," $69,040 "," 26,337. "," 4,996 "
16,"Bayport, NY", 15 feet," $437,886 ",38.4 years,3.71,45.7 years,154.6," $90,505 "," 8,896. "," 2,396 "
17,Bayville, 40 feet," $529,569 ",38.4 years,1.41,46.7 years,154.6," $103,830 "," 6,748 (100% urban, 0% rural). "," 4,791 "
18,Baywood,," $289,389 ",38.4 years,2.25,40.1 years,152.7," $78,326 "," 7,350. "," 3,273 "
19,"Beacon, NY",," $249,059 ",38.4 years,4.78,41.7 years,137.7," $64,136 "," 14,238 (100% urban, 0% rural). "," 2,982 "
20,Beekman,," $337,642 ",40.7 years,30.0,40.3 years,147.8," $91,600 "," 14,621. ", 487 
21,Bellmore, 24 feet," $480,153 ",38.4 years,2.48,43.4 years,154.9," $128,699 "," 16,218. "," 6,550 "
22,"Bethlehem, NY",," $280,645 ",40.7 years,48.8,43.6 years,114.6," $90,857 "," 33,656. ", 690 
23,"Bethpage, NY",," $445,573 ",38.4 years,3.62,46.4 years,153.8," $111,261 "," 16,429. "," 4,533 "
24,Binghamton University,," $121,600
",38.4 years,,19.5 years,95.5," $50,463"," 6,177.",
25,Binghamton,," $94,746 ",38.4 years,10.4,35.4 years,101.7," $31,902 "," 46,299 (100% urban, 0% rural). "," 4,436 "
26,"Blooming Grove, NY", 360 feet," $294,831 ",40.7 years,34.8,40.8 years,145.2," $92,638 "," 18,028. ", 518 
27,Bohemia, 65 feet," $392,669 ",38.4 years,8.73,42.5 years,154.3," $87,162 "," 10,180. "," 1,167 "
28,"Boston, NY",," $181,423 ",40.7 years,35.8,44.3 years,107.2," $67,957 "," 8,023. ", 224 
29,"Brentwood, NY", 80 feet," $290,500 ",38.4 years,10.1,32.9 years,152.7," $67,670 "," 62,132"," 6,174 "
30,Briarcliff Manor, 266 feet," $690,397 ",38.4 years,5.93,47.4 years,152.3," $153,573 "," 7,991 (98% urban, 2% rural). "," 1,349 "
31,"Brighton, NY",," $174,741 ",38.4 years,15.4,39.2 years,104.3," $68,158 "," 36,609. "," 2,370 "
32,Brockport,," $113,398 ",38.4 years,2.16,22.0 years,103.3," $43,233 "," 8,377 (100% urban, 0% rural). "," 3,879 "
33,Bronxville, 100 feet," over $1,000,000 ",38.4 years,0.95,41.7 years,161.4," over $200,000 "," 6,418 (100% urban, 0% rural). "," 6,738 "
34,"Bronx, NY", 120 feet," $378,000 ",35.9 years,42.0,31.2 years,178.5," $37,525 "," 1,383,871."," 32,928 "
35,"Brooklyn, NY",," $667,000 ",35.9 years,70.6,33.1 years,196.5," $55,150 "," 2,538,705."," 35,956 "
36,"Brunswick, NY", 517 feet," $214,160 ",40.7 years,44.5,44.7 years,112.3," $86,910 "," 11,941. ", 268 
37,"Buffalo, NY",," $83,500 ",38.4 years,40.6,32.8 years,101.5," $32,883 "," 256,908"," 6,326 "
38,Busti, 1368 feet," $105,038 ",40.7 years,47.8,47.3 years,91.3," $52,285 "," 7,351. ", 154 
39,"Calverton, NY", 20 feet," $247,769 ",38.4 years,28.0,51.5 years,153.7," $50,752 "," 6,510. ", 232 
40,Canandaigua, 767 feet," $167,609 ",38.4 years,4.6,43.3 years,104.8," $43,168 "," 10,488 (100% urban, 0% rural). "," 2,279 "
41,"Canton, NY", 409 feet," $164,262 ",38.4 years,3.24,22.3 years,87.6," $56,309 "," 6,601 (97% urban, 3% rural). "," 2,040 "
42,Carmel Hamlet,," $312,468 ",38.4 years,8.49,47.5 years,144.8," $86,982 "," 6,817. ", 803 
43,"Carmel, NY",," $403,731 ",40.7 years,36.1,41.3 years,158.0," $103,872 "," 34,305. ", 950 
44,Cedarhurst,," $554,224 ",38.4 years,0.68,28.5 years,156.2," $97,957 "," 6,672 (100% urban, 0% rural). "," 9,787 "
45,Center Moriches, 25 feet," $394,107 ",38.4 years,5.01,39.4 years,152.1," $95,932 "," 7,580. "," 1,512 "
46,Centereach,," $338,922 ",38.4 years,7.96,38.9 years,154.1," $98,850 "," 31,578. "," 3,969 "
47,Central Islip, 88 feet," $259,690 ",38.4 years,7.26,33.7 years,152.4," $68,536 "," 34,450. "," 4,742 "
48,Cheektowaga, 659 feet," $106,900 ",38.4 years,25.5,40.4 years,102.1," $47,868 "," 73,199"," 2,876 "
49,Chenango,," $137,539 ",40.7 years,33.9,44.9 years,105.2," $67,588 "," 11,252. ", 332 
50,Chestnut Ridge, 416 feet," $444,424 ",38.4 years,4.94,41.3 years,143.4," $95,455 "," 8,140 (100% urban, 0% rural). "," 1,648 "
51,"Chili, NY",," $148,929 ",40.7 years,39.7,40.8 years,107.3," $66,881 "," 28,625. ", 720 
52,"Cicero, NY",," $142,599 ",40.7 years,48.5,39.9 years,106.3," $69,838 "," 31,632. ", 653 
53,"Clarence, NY",," $261,263 ",40.7 years,53.4,43.7 years,108.3," $95,649 "," 30,673. ", 574 
54,"Clarkson, NY", 429 feet," $147,180 ",40.7 years,33.2,40.7 years,99.3," $64,867 "," 6,736. ", 203 
55,Clarkstown,," $457,758 ",40.7 years,38.5,42.8 years,170.3," $103,300 "," 84,187. "," 2,184 "
56,Claverack,," $207,351 ",40.7 years,47.7,46.2 years,103.3," $61,658 "," 6,021. ", 126 
57,"Clay, NY",," $139,800 ",40.7 years,48.0,38.9 years,106.1," $70,336 "," 58,206. "," 1,212 "
58,Clifton Park, 340 feet," $319,560 ",40.7 years,48.6,42.1 years,114.5," $106,159 "," 36,705. ", 756 
59,Cohoes,," $157,495 ",38.4 years,3.74,40.0 years,107.5," $48,139 "," 16,212 (100% urban, 0% rural). "," 4,330 "
60,"Collins, NY", 883 feet," $112,041 ",40.7 years,48.1,40.1 years,99.4," $48,447 "," 6,601. ", 137 
61,Colonie,," $208,489 ",38.4 years,3.3,41.3 years,108.0," $79,231 "," 7,913 (100% urban, 0% rural). "," 2,396 "
62,Commack, 130 feet," $481,459 ",38.4 years,12.1,45.1 years,153.3," $125,944 "," 36,124. "," 2,995 "
63,"Concord, NY",," $147,230 ",40.7 years,70.1,42.9 years,100.6," $57,515 "," 8,494. ", 121 
64,Congers, 191 feet," $459,094 ",38.4 years,3.15,43.8 years,143.4," $105,455 "," 8,363. "," 2,655 "
65,Copiague,," $316,930 ",38.4 years,3.19,39.3 years,154.3," $70,599 "," 22,993. "," 7,207 "
66,"Coram, NY", 99 feet," $316,211 ",38.4 years,13.8,40.1 years,153.3," $87,010 "," 39,113. "," 2,836 "
67,"Corning, NY", 937 feet," $112,233 ",38.4 years,3.11,38.2 years,85.2," $52,219 "," 10,993 (100% urban, 0% rural). "," 3,538 "
68,"Cornwall, NY",," $299,586 ",40.7 years,26.8,41.7 years,147.4," $83,516 "," 12,646. ", 471 
69,Cortlandt,," $420,718 ",40.7 years,39.7,43.3 years,163.2," $106,442 "," 41,592. "," 1,048 "
70,Cortlandville,," $133,012 ",40.7 years,49.8,41.6 years,94.4," $57,474 "," 8,509. ", 171 
71,"Cortland, NY",," $101,610 ",38.4 years,3.92,28.1 years,85.3," $44,689 "," 19,164 (100% urban, 0% rural). "," 4,887 "
72,"Crawford, NY",," $271,420 ",40.7 years,40.1,40.8 years,128.2," $80,046 "," 9,316. ", 232 
73,Croton-on-Hudson, 160 feet," $528,819 ",38.4 years,4.75,43.5 years,153.2," $122,409 "," 8,235 (100% urban, 0% rural). "," 1,734 "
74,"De Witt, NY",," $158,242 ",40.7 years,33.9,42.5 years,107.5," $65,240 "," 25,838. ", 763 
75,"Deer Park, NY", 74 feet," $359,373 ",38.4 years,6.26,40.9 years,153.3," $87,590 "," 27,745. "," 4,434 "
76,Deerpark,," $168,814 ",40.7 years,66.4,41.9 years,124.2," $63,124 "," 7,901. ", 119 
77,"Delmar, NY",," $286,716 ",35.9 years,4.38,42.8 years,114.7," $92,682 "," 8,384."," 1,913 "
78,"Depew, NY",," $122,145 ",38.4 years,5.07,40.1 years,102.0," $53,446 "," 15,205 (100% urban, 0% rural). "," 3,001 "
79,Dix Hills,," $711,860 ",38.4 years,15.9,44.7 years,155.8," $149,912 "," 26,892. "," 1,687 "
80,Dobbs Ferry, 210 feet," $629,411 ",38.4 years,2.44,41.3 years,156.4," $125,504 "," 11,098 (100% urban, 0% rural). "," 4,545 "
81,"Dover, NY",," $242,443 ",40.7 years,55.7,40.8 years,127.6," $70,311 "," 8,699. ", 156 
82,"Dunkirk, NY", 598 feet," $66,446 ",38.4 years,4.53,38.1 years,83.7," $35,022 "," 12,216 (100% urban, 0% rural). "," 2,698 "
83,East Aurora, 917 feet," $195,780 ",38.4 years,2.51,43.7 years,102.8," $69,475 "," 6,264 (100% urban, 0% rural). "," 2,491 "
84,East Farmingdale, 70 feet," $389,791 ",38.4 years,5.38,33.6 years,153.9," $89,242 "," 6,484. "," 1,205 "
85,East Fishkill,," $366,535 ",40.7 years,56.9,41.3 years,146.2," $109,448 "," 29,029. ", 510 
86,East Garden City,," $325,536 ",38.4 years,3.03,22.5 years,159.2," $91,250 "," 6,208. "," 2,047 "
87,East Glenville, 350 feet," $205,286 ",38.4 years,7.27,44.5 years,107.2," $75,078 "," 6,616. ", 910 
88,East Hills,," $962,814 ",38.4 years,2.29,43.3 years,157.7," $174,213 "," 7,093 (100% urban, 0% rural). "," 3,101 "
89,East Islip, 15 feet," $414,250 ",38.4 years,4.11,41.5 years,152.8," $120,112 "," 14,475. "," 3,525 "
90,East Massapequa,," $434,708 ",38.4 years,3.5,41.8 years,152.7," $104,159 "," 19,069. "," 5,451 "
91,East Meadow,," $418,619 ",38.4 years,6.29,43.0 years,155.5," $97,374 "," 38,132. "," 6,062 "
92,East Northport, 228 feet," $458,131 ",38.4 years,5.86,45.3 years,155.4," $99,536 "," 20,217. "," 3,449 "
93,East Patchogue,," $322,377 ",38.4 years,8.32,41.7 years,152.7," $71,511 "," 22,469. "," 2,702 "
94,"East Rochester, NY",," $98,700 ",38.4 years,1.35,35.9 years,103.2," $49,248 "," 6,699 (100% urban, 0% rural). "," 4,952 "
95,East Rockaway,," $463,438 ",38.4 years,1.02,45.6 years,157.4," $95,832 "," 9,896 (100% urban, 0% rural). "," 9,681 "
96,East Shoreham, 20 feet," $422,265 ",38.4 years,5.11,40.8 years,155.3," $128,042 "," 6,666. "," 1,305 "
97,Eastchester,," $578,097 ",38.4 years,3.35,43.7 years,157.4," $113,809 "," 19,554. "," 5,838 "
98,Eggertsville, 653 feet," $146,400
",38.4 years,,37.1 years,103.4," $54,246"," 15,019.",
99,"Ellicott, NY", 981 feet," $89,359 ",40.7 years,30.5,46.5 years,90.1," $49,615 "," 8,714. ", 286 
100,"Elma, NY",," $232,713 ",40.7 years,34.5,47.4 years,103.3," $79,236 "," 11,317. ", 328 
101,"Elmira, NY", 873 feet," $77,068 ",38.4 years,7.32,34.1 years,102.7," $30,977 "," 28,647 (100% urban, 0% rural). "," 3,916 "
102,Elmont, 43 feet," $381,950 ",38.4 years,3.41,38.3 years,153.9," $95,348 "," 33,198. "," 9,749 "
103,"Elwood, NY", 170 feet," $499,854 ",38.4 years,4.83,42.3 years,157.1," $114,029 "," 11,177. "," 2,316 "
104,"Endicott, NY",," $99,727 ",38.4 years,3.14,39.3 years,101.6," $35,672 "," 13,083 (100% urban, 0% rural). "," 4,170 "
105,Endwell,," $145,855 ",38.4 years,3.68,43.6 years,101.6," $57,962 "," 11,446. "," 3,109 "
106,"Erwin, NY",," $135,331 ",40.7 years,38.7,42.5 years,92.1," $63,272 "," 8,037. ", 208 
107,Esopus,," $210,082 ",40.7 years,37.2,43.6 years,103.7," $69,230 "," 9,041. ", 243 
108,"Evans, NY",," $139,263 ",40.7 years,41.8,43.7 years,106.0," $60,681 "," 16,356. ", 391 
109,"Fairmount, NY", 490 feet," $125,208 ",38.4 years,3.37,42.5 years,103.5," $60,343 "," 10,224. "," 3,035 "
110,Fallsburg, 1162 feet," $149,629 ",40.7 years,77.6,37.1 years,101.7," $45,228 "," 12,870. ", 166 
111,"Farmingdale, NY",," $386,233 ",38.4 years,1.13,47.3 years,155.6," $82,264 "," 8,619 (100% urban, 0% rural). "," 7,627 "
112,"Farmington, NY",," $156,502 ",40.7 years,39.4,37.2 years,108.3," $64,257 "," 11,825. ", 300 
113,Farmingville, 105 feet," $340,566 ",38.4 years,4.52,39.9 years,151.8," $93,616 "," 15,481. "," 3,427 "
114,"Fenton, NY",," $116,177 ",40.7 years,32.9,45.4 years,98.8," $56,566 "," 6,674. ", 203 
115,Floral Park,," $521,629 ",38.4 years,1.37,41.9 years,156.1," $107,530 "," 15,967 (100% urban, 0% rural). "," 11,636 "
116,Fort Drum,," $100,714 ",38.4 years,25.3,23.0 years,89.0," $39,145 "," 12,955. ", 513 
117,Fort Salonga, 31 feet," $687,401 ",38.4 years,9.01,48.0 years,156.3," $129,325 "," 10,008. "," 1,110 "
118,Franklin Square, 68 feet," $456,125 ",38.4 years,2.89,41.3 years,154.4," $99,242 "," 29,320. "," 10,162 "
119,"Fredonia, NY", 728 feet," $131,161 ",38.4 years,5.19,25.0 years,86.1," $47,014 "," 10,792 (99% urban, 1% rural). "," 2,078 "
120,"Freeport, NY",," $325,012 ",38.4 years,4.59,37.7 years,153.6," $71,549 "," 43,304 (100% urban, 0% rural). "," 9,427 "
121,"Fulton, NY", 364 feet," $81,091 ",38.4 years,3.82,39.6 years,101.5," $42,512 "," 11,648 (100% urban, 0% rural). "," 3,049 "
122,Garden City Park,," $584,939 ",38.4 years,0.97,44.7 years,155.7," $108,389 "," 7,806. "," 8,018 "
123,"Garden City, NY",," $818,538 ",38.4 years,5.34,42.7 years,158.2," $163,266 "," 22,616 (100% urban, 0% rural). "," 4,236 "
124,Gates-North Gates,," $124,885 ",35.9 years,4.65,39.0 years,107.1," $50,995 "," 14,965."," 3,215 "
125,"Gates, NY", 240 feet," $127,216 ",40.7 years,15.2,42.8 years,106.9," $55,485 "," 28,400. "," 1,864 "
126,"Geddes, NY",," $144,081 ",40.7 years,9.24,44.3 years,107.3," $58,393 "," 17,118. "," 1,853 "
127,"Geneseo, NY",," $162,675 ",38.4 years,2.79,21.0 years,104.8," $36,374 "," 8,114 (100% urban, 0% rural). "," 2,910 "
128,"Geneva, NY", 494 feet," $94,618 ",38.4 years,4.26,29.8 years,102.8," $37,568 "," 13,160 (100% urban, 0% rural). "," 3,092 "
129,German Flatts,," $98,825 ",40.7 years,33.7,39.8 years,103.5," $50,404 "," 13,258. ", 393 
130,Glen Cove,," $501,257 ",38.4 years,6.65,38.4 years,158.5," $76,435 "," 27,314 (100% urban, 0% rural). "," 4,110 "
131,Glens Falls North,," $215,845 ",38.4 years,8.09,45.8 years,106.0," $61,737 "," 8,443. "," 1,044 "
132,Glens Falls, 348 feet," $155,367 ",38.4 years,3.83,40.4 years,105.6," $47,023 "," 14,428 (100% urban, 0% rural). "," 3,772 "
133,"Glenville, NY",," $181,941 ",40.7 years,49.9,44.2 years,111.6," $73,192 "," 29,480. ", 591 
134,Gloversville,," $80,802 ",38.4 years,5.09,37.9 years,85.1," $34,965 "," 15,122 (100% urban, 0% rural). "," 2,970 "
135,"Granby, NY",," $90,816 ",40.7 years,44.9,40.6 years,97.4," $53,580 "," 6,821. ", 152 
136,"Grand Island, NY",," $197,856 ",40.7 years,28.5,42.8 years,106.7," $85,000 "," 20,374. ", 715 
137,Great Neck Plaza,," $346,325 ",38.4 years,0.31,52.5 years,163.5," $68,873 "," 6,918 (100% urban, 0% rural). "," 22,426 "
138,Great Neck,," $797,748 ",38.4 years,1.35,35.9 years,165.9," $95,830 "," 10,118 (100% urban, 0% rural). "," 7,492 "
139,Greece,," $118,706 ",38.4 years,4.33,44.0 years,103.3," $50,585 "," 14,519. "," 3,352 "
140,Greenburgh,," $532,584 ",40.7 years,30.5,42.8 years,169.2," $113,408 "," 88,400. "," 2,896 "
141,"Greenfield, NY", 580 feet," $229,496 ",40.7 years,67.4,41.5 years,104.2," $68,903 "," 7,775. ", 115 
142,Greenlawn,," $455,150 ",38.4 years,3.67,43.4 years,149.3," $94,935 "," 13,742. "," 3,744 "
143,Guilderland,," $265,761 ",40.7 years,57.9,41.5 years,114.4," $84,384 "," 35,303. ", 609 
144,Halfmoon,," $244,618 ",40.7 years,32.6,40.5 years,114.3," $71,134 "," 21,535. ", 660 
145,"Hamburg, NY", 825 feet," $164,564 ",38.4 years,2.51,40.2 years,102.0," $76,008 "," 9,565 (100% urban, 0% rural). "," 3,806 "
146,"Hamlin, NY",," $129,839 ",40.7 years,43.4,39.9 years,99.1," $60,678 "," 9,045. ", 208 
147,Hampton Bays, 34 feet," $438,502 ",38.4 years,12.0,45.4 years,158.1," $76,654 "," 13,603. "," 1,130 "
148,"Hanover, NY", 1320 feet," $94,215 ",40.7 years,49.3,43.4 years,91.4," $47,387 "," 7,127. ", 145 
149,"Harrison, NY", 60 feet," $817,766 ",38.4 years,16.8,35.5 years,159.7," $111,680 "," 28,151 (93% urban, 7% rural). "," 1,673 "
150,Hastings-on-Hudson, 199 feet," $638,473 ",38.4 years,1.96,45.9 years,156.8," $121,516 "," 7,975 (100% urban, 0% rural). "," 4,066 "
151,"Hastings, NY", 474 feet," $109,211 ",40.7 years,45.8,40.6 years,98.0," $58,665 "," 9,450. ", 206 
152,Hauppauge, 50 feet," $468,304 ",38.4 years,10.8,44.9 years,155.3," $108,810 "," 20,882. "," 1,932 "
153,Haverstraw, 20 feet," $264,582 ",38.4 years,1.99,33.1 years,143.2," $58,328 "," 12,172 (100% urban, 0% rural). "," 6,110 "
154,"Hempstead, NY",," $320,625 ",38.4 years,3.68,33.9 years,154.3," $58,348 "," 55,527 (100% urban, 0% rural). "," 15,087 "
155,"Henrietta, NY", 596 feet," $140,768 ",40.7 years,35.4,30.7 years,107.6," $62,006 "," 42,581. "," 1,203 "
156,Herkimer, 407 feet," $91,047 ",38.4 years,2.41,44.6 years,100.1," $44,136 "," 7,592 (98% urban, 2% rural). "," 3,146 "
157,Hewlett,," $462,706 ",38.4 years,0.89,46.5 years,155.9," $98,502 "," 6,819. "," 7,665 "
